,tracking_id,datetime,windmill_generated_power(kW/h)
0,WM_19817,2019-04-17 08:53:20,2.578542846914989
1,WM_18723,2019-03-30 07:43:20,2.4680948951394406
2,WM_34552,2019-08-10 11:33:20,3.3616691698227372
3,WM_28570,2019-06-26 03:53:20,7.140737599393742
4,WM_36934,2019-08-27 16:43:20,3.4603730473873076
5,WM_46,2018-10-29 04:43:20,7.431740295625713
6,WM_5545,2018-12-16 15:13:20,4.199544873127573
7,WM_6959,2018-12-27 01:53:20,11.225496511911876
8,WM_9565,2019-01-14 13:43:20,7.995076591230981
9,WM_33379,2019-08-02 03:33:20,2.394158171741841
10,WM_24358,2019-05-24 04:23:20,5.647537610363357
11,WM_38536,2019-09-10 00:23:20,7.830863742789697
12,WM_30740,2019-07-11 20:33:20,6.941814501012646
13,WM_32731,2019-07-28 12:23:20,5.681014005642848
14,WM_14062,2019-02-17 14:03:20,8.14474011039996
15,WM_15294,2019-02-27 03:03:20,11.136927390583546
16,WM_36014,2019-08-21 06:03:20,5.487597040245313
17,WM_5050,2018-12-11 01:23:20,12.763881576021424
18,WM_17819,2019-03-22 11:53:20,2.592306671146375
19,WM_1759,2018-11-13 16:23:20,3.70777452080636
20,WM_27254,2019-06-16 12:13:20,4.446475253230232
21,WM_14482,2019-02-20 17:53:20,5.117945302852376
22,WM_40277,2019-09-23 05:03:20,3.879112609639663
23,WM_23364,2019-05-17 04:43:20,5.57585744683011
24,WM_35071,2019-08-14 02:53:20,8.560814552394243
25,WM_1240,2018-11-09 20:43:20,5.083903208440449
26,WM_193,2018-10-30 05:43:20,8.304937884435038
27,WM_31417,2019-07-16 15:23:20,7.793151683061523
28,WM_37853,2019-09-05 02:13:20,5.962948047233841
29,WM_34415,2019-08-09 12:13:20,2.8850357851214765
30,WM_20130,2019-04-22 05:03:20,3.1051784518683303
31,WM_36985,2019-08-28 01:13:20,3.1252893154794648
32,WM_32816,2019-07-29 02:53:20,7.6497830113225715
33,WM_9659,2019-01-15 06:03:20,9.14620005447017
34,WM_34192,2019-08-07 22:13:20,5.583415664663433
35,WM_7124,2018-12-28 06:43:20,8.914842478048877
36,WM_35945,2019-08-20 18:33:20,5.656327836174459
37,WM_29448,2019-07-02 12:43:20,3.7375018649488334
38,WM_26129,2019-06-08 07:53:20,3.2950535498610947
39,WM_3566,2018-11-29 22:53:20,6.509622733631893
40,WM_1340,2018-11-10 15:23:20,3.174721155904521
41,WM_14304,2019-02-19 08:33:20,6.497360877060755
42,WM_22513,2019-05-11 04:33:20,4.861996960394206
43,WM_15672,2019-03-01 19:03:20,11.470319299231715
44,WM_28793,2019-06-27 17:53:20,3.1885476235025307
45,WM_13683,2019-02-14 16:33:20,7.097674824447267
46,WM_8450,2019-01-06 15:23:20,8.27022793838999
47,WM_39606,2019-09-17 19:03:20,7.547797978531511
48,WM_33792,2019-08-05 01:43:20,8.224921208983332
49,WM_39434,2019-09-16 14:23:20,2.5406100903862727
50,WM_16883,2019-03-14 00:13:20,2.5595260558763258
51,WM_16423,2019-03-08 21:13:20,5.431124870611626
52,WM_19378,2019-04-07 14:43:20,3.9861629105849175
53,WM_35176,2019-08-14 20:23:20,8.05573456477813
54,WM_39649,2019-09-18 02:13:20,5.745053776615343
55,WM_16624,2019-03-11 23:43:20,2.232953244114931
56,WM_25236,2019-05-31 15:13:20,4.060122168289541
57,WM_30165,2019-07-07 15:13:20,2.4883226616605367
58,WM_11229,2019-01-26 21:13:20,9.8977414082999
59,WM_22495,2019-05-11 01:33:20,5.541177080514592
60,WM_1410,2018-11-11 03:43:20,3.0197088685774793
61,WM_3502,2018-11-29 11:23:20,3.0192357739576865
62,WM_11799,2019-02-01 03:53:20,9.03757552260691
63,WM_22334,2019-05-09 20:43:20,5.618692617756323
64,WM_37802,2019-09-04 17:43:20,3.2554512750155378
65,WM_6663,2018-12-24 23:53:20,10.234611113328633
66,WM_29243,2019-07-01 01:43:20,5.324898153505143
67,WM_5320,2018-12-14 23:53:20,7.028209410161713
68,WM_16550,2019-03-10 15:43:20,7.0417015803795096
69,WM_2183,2018-11-16 16:43:20,3.7739750155788645
70,WM_3438,2018-11-29 00:33:20,5.361171616888165
71,WM_36325,2019-08-23 10:03:20,3.2696102652828474
72,WM_8597,2019-01-07 16:23:20,5.987262309860245
73,WM_31833,2019-07-19 14:33:20,5.234880849548814
74,WM_10149,2019-01-18 22:33:20,10.768153683665354
75,WM_38811,2019-09-11 22:23:20,8.29487106987978
76,WM_31073,2019-07-14 05:13:20,3.918656947428369
77,WM_1314,2018-11-10 11:03:20,5.287011847412889
78,WM_28386,2019-06-24 20:03:20,7.934200985573667
79,WM_198,2018-10-30 06:33:20,9.32229163812337
80,WM_10525,2019-01-21 14:03:20,8.852570728359884
81,WM_11900,2019-02-01 21:03:20,11.236881774879878
82,WM_18459,2019-03-27 07:03:20,3.316743399659493
83,WM_33737,2019-08-04 16:33:20,6.278100662442752
84,WM_1851,2018-11-14 08:03:20,2.4217629097771085
85,WM_21673,2019-05-05 04:43:20,4.762821503791814
86,WM_6566,2018-12-24 07:23:20,9.50644434743027
87,WM_36845,2019-08-27 01:53:20,2.844128571770076
88,WM_7916,2019-01-02 19:43:20,12.42590904771834
89,WM_27896,2019-06-21 06:43:20,5.715365412562237
90,WM_21392,2019-05-02 11:33:20,3.157022981101898
91,WM_27683,2019-06-19 18:13:20,4.178034406267867
92,WM_8769,2019-01-08 22:13:20,3.438897694029499
93,WM_30312,2019-07-08 17:53:20,5.15361378426646
94,WM_29472,2019-07-02 16:43:20,4.097248387691562
95,WM_3189,2018-11-27 06:33:20,7.890872344062347
96,WM_18130,2019-03-24 20:13:20,6.003060178497728
97,WM_36279,2019-08-23 02:23:20,8.467259698157084
98,WM_28062,2019-06-22 12:03:20,4.798090777852425
99,WM_20790,2019-04-28 07:03:20,2.6145349541239824
100,WM_18167,2019-03-25 02:43:20,5.40752549972173
101,WM_1118,2018-11-08 18:03:20,15.45905255313978
102,WM_23657,2019-05-19 06:23:20,3.6643691515200008
103,WM_37530,2019-09-02 20:23:20,6.691333917779209
104,WM_29981,2019-07-06 08:03:20,4.036751254204943
105,WM_40227,2019-09-22 20:43:20,7.5298531962843285
106,WM_1525,2018-11-11 23:43:20,6.6318552426125414
107,WM_2323,2018-11-17 16:13:20,3.642947476804782
108,WM_19419,2019-04-07 21:43:20,6.82303089619349
109,WM_18221,2019-03-25 13:43:20,4.092679373887282
110,WM_22827,2019-05-13 10:53:20,2.4393772237769538
111,WM_37941,2019-09-05 16:53:20,5.2034016351908
112,WM_18696,2019-03-29 17:43:20,3.184879546035143
113,WM_39197,2019-09-14 22:33:20,7.398719513615496
114,WM_13378,2019-02-12 12:13:20,6.355269559664581
115,WM_29514,2019-07-02 23:53:20,7.671451616977599
116,WM_20666,2019-04-27 10:23:20,3.5744067509734845
117,WM_1354,2018-11-10 17:43:20,2.7754581137522547
118,WM_39840,2019-09-19 10:03:20,3.093794673970984
119,WM_12741,2019-02-07 19:23:20,5.484637749687363
120,WM_11752,2019-01-31 20:03:20,10.283855965513897
121,WM_2001,2018-11-15 10:03:20,4.711779272155259
122,WM_19586,2019-04-09 05:13:20,3.694125442848943
123,WM_25038,2019-05-29 23:23:20,5.551042088424868
124,WM_39554,2019-09-17 10:23:20,2.5948990332416924
125,WM_12904,2019-02-08 23:03:20,6.206328434706577
126,WM_36694,2019-08-26 00:23:20,6.3099556811766835
127,WM_34522,2019-08-10 06:23:20,3.9258398416964506
128,WM_8354,2019-01-05 22:33:20,10.07261712540632
129,WM_677,2018-11-05 06:43:20,2.6153556787722625
130,WM_25764,2019-06-05 13:13:20,4.357994113944547
131,WM_16078,2019-03-06 10:13:20,8.755017079574177
132,WM_7290,2018-12-29 10:23:20,9.70317173153897
133,WM_18298,2019-03-26 04:13:20,2.981790535320742
134,WM_22074,2019-05-07 23:43:20,6.056541000601884
135,WM_28715,2019-06-27 04:43:20,6.617292140388406
136,WM_24669,2019-05-26 11:43:20,4.662813235146033
137,WM_27581,2019-06-18 21:13:20,7.3543083700594085
138,WM_4217,2018-12-04 23:53:20,5.682518642103613
139,WM_1060,2018-11-08 08:03:20,3.0025414050758457
140,WM_11788,2019-02-01 02:03:20,7.969778923276574
141,WM_5520,2018-12-16 11:03:20,7.379348880401547
142,WM_13297,2019-02-11 21:03:20,3.108927459159218
143,WM_14468,2019-02-20 15:33:20,7.913416221811222
144,WM_38965,2019-09-13 00:03:20,6.743244232960607
145,WM_33740,2019-08-04 17:03:20,6.072833871198701
146,WM_24325,2019-05-23 22:13:20,6.351572281519925
147,WM_7300,2018-12-29 12:03:20,9.523441616135505
148,WM_25751,2019-06-05 10:53:20,4.861401868323399
149,WM_4599,2018-12-07 19:13:20,7.885805457746707
150,WM_13819,2019-02-15 19:23:20,9.322873064633384
151,WM_1400,2018-11-11 02:03:20,4.737030883679973
152,WM_5810,2018-12-18 13:03:20,8.05771304742876
153,WM_31877,2019-07-19 21:53:20,7.131157574629056
154,WM_6638,2018-12-24 19:43:20,9.931211845179366
155,WM_21861,2019-05-06 12:13:20,4.238825324047554
156,WM_38854,2019-09-12 05:33:20,8.507906314429132
157,WM_35192,2019-08-14 23:03:20,6.970956930999452
158,WM_15524,2019-02-28 18:13:20,12.390943152903843
159,WM_39762,2019-09-18 21:03:20,7.796413940968524
160,WM_1677,2018-11-13 01:23:20,3.944931400338964
161,WM_30487,2019-07-10 01:03:20,7.454963066698538
162,WM_28108,2019-06-22 19:53:20,7.736364913957087
163,WM_1173,2018-11-09 04:33:20,3.3712092482351683
164,WM_38104,2019-09-06 20:03:20,7.434062307535449
165,WM_33708,2019-08-04 11:43:20,5.1801506265475314
166,WM_5710,2018-12-17 19:43:20,5.132772671395942
167,WM_9131,2019-01-11 11:43:20,6.55151618878008
168,WM_27368,2019-06-17 08:33:20,2.83419724646121
169,WM_6290,2018-12-22 02:23:20,8.13201850917031
170,WM_39569,2019-09-17 12:53:20,4.408777901705074
171,WM_4462,2018-12-06 19:33:20,8.563154782014621
172,WM_18269,2019-03-25 23:23:20,2.9828629542437572
173,WM_20718,2019-04-27 19:03:20,4.296153034698072
174,WM_9069,2019-01-11 01:23:20,7.376171320286328
175,WM_40064,2019-09-21 17:33:20,8.257862509588684
176,WM_18319,2019-03-26 07:43:20,6.097998848056929
177,WM_19859,2019-04-17 16:13:20,5.066665887067698
178,WM_8317,2019-01-05 16:23:20,7.292531171634212
179,WM_37997,2019-09-06 02:13:20,6.426297226646656
180,WM_27496,2019-06-18 06:33:20,5.437469839089925
181,WM_35835,2019-08-20 00:13:20,5.407742395204363
182,WM_25495,2019-06-02 18:53:20,4.7384170100910605
183,WM_6754,2018-12-25 15:03:20,13.344853262147746
184,WM_8914,2019-01-09 23:03:20,3.400112897658986
