,tracking_id,datetime,windmill_generated_power(kW/h)
0,WM_19817,2019-04-17 08:53:20,3.4289632080121484
1,WM_18723,2019-03-30 07:43:20,5.541236312261738
2,WM_34552,2019-08-10 11:33:20,3.828077049010277
3,WM_28570,2019-06-26 03:53:20,4.095379496218991
4,WM_36934,2019-08-27 16:43:20,7.753955190041762
5,WM_46,2018-10-29 04:43:20,9.956858367622493
6,WM_5545,2018-12-16 15:13:20,7.282041086824811
7,WM_6959,2018-12-27 01:53:20,8.161114924043503
8,WM_9565,2019-01-14 13:43:20,6.2675856748770045
9,WM_33379,2019-08-02 03:33:20,4.543299617013669
10,WM_24358,2019-05-24 04:23:20,4.679102264314228
11,WM_38536,2019-09-10 00:23:20,7.216028712826596
12,WM_30740,2019-07-11 20:33:20,5.4017348705700865
13,WM_32731,2019-07-28 12:23:20,5.2731889817455615
14,WM_14062,2019-02-17 14:03:20,8.020345003332107
15,WM_15294,2019-02-27 03:03:20,6.968010100577899
16,WM_36014,2019-08-21 06:03:20,5.535484855552419
17,WM_5050,2018-12-11 01:23:20,5.5157049348192695
18,WM_17819,2019-03-22 11:53:20,3.9118533463903717
19,WM_1759,2018-11-13 16:23:20,2.9745256204299575
20,WM_27254,2019-06-16 12:13:20,3.8887438948590907
21,WM_14482,2019-02-20 17:53:20,8.136938160263131
22,WM_40277,2019-09-23 05:03:20,7.660299651933202
23,WM_23364,2019-05-17 04:43:20,3.474486213524528
24,WM_35071,2019-08-14 02:53:20,5.47976676068157
25,WM_1240,2018-11-09 20:43:20,5.667761382754553
26,WM_193,2018-10-30 05:43:20,8.575918272726984
27,WM_31417,2019-07-16 15:23:20,6.738577135934295
28,WM_37853,2019-09-05 02:13:20,6.039859710939749
29,WM_34415,2019-08-09 12:13:20,2.901443145950674
30,WM_20130,2019-04-22 05:03:20,6.07864774239805
31,WM_36985,2019-08-28 01:13:20,5.677325609988876
32,WM_32816,2019-07-29 02:53:20,4.811502172149054
33,WM_9659,2019-01-15 06:03:20,7.323823773649609
34,WM_34192,2019-08-07 22:13:20,5.355358598301631
35,WM_7124,2018-12-28 06:43:20,8.135154756762608
36,WM_35945,2019-08-20 18:33:20,6.455835990446791
37,WM_29448,2019-07-02 12:43:20,6.225446522369285
38,WM_26129,2019-06-08 07:53:20,4.265567523364604
39,WM_3566,2018-11-29 22:53:20,7.389737236367447
40,WM_1340,2018-11-10 15:23:20,5.085325441041674
41,WM_14304,2019-02-19 08:33:20,6.516125870303418
42,WM_22513,2019-05-11 04:33:20,6.086191678456598
43,WM_15672,2019-03-01 19:03:20,9.7462504486414
44,WM_28793,2019-06-27 17:53:20,2.721414505130904
45,WM_13683,2019-02-14 16:33:20,6.086179470540299
46,WM_8450,2019-01-06 15:23:20,9.05331512042051
47,WM_39606,2019-09-17 19:03:20,7.880434909464094
48,WM_33792,2019-08-05 01:43:20,5.705479116113093
49,WM_39434,2019-09-16 14:23:20,3.1947305311480334
50,WM_16883,2019-03-14 00:13:20,4.326321310021147
51,WM_16423,2019-03-08 21:13:20,6.731325968634822
52,WM_19378,2019-04-07 14:43:20,5.635654086788455
53,WM_35176,2019-08-14 20:23:20,7.794346279485667
54,WM_39649,2019-09-18 02:13:20,7.218381736933175
55,WM_16624,2019-03-11 23:43:20,5.054292622694454
56,WM_25236,2019-05-31 15:13:20,3.3879208377824135
57,WM_30165,2019-07-07 15:13:20,2.298651447912327
58,WM_11229,2019-01-26 21:13:20,7.9197860144390635
59,WM_22495,2019-05-11 01:33:20,5.257337428344474
60,WM_1410,2018-11-11 03:43:20,4.083768575828847
61,WM_3502,2018-11-29 11:23:20,8.026001590829337
62,WM_11799,2019-02-01 03:53:20,8.510811364254891
63,WM_22334,2019-05-09 20:43:20,6.197851433563627
64,WM_37802,2019-09-04 17:43:20,7.585827666176875
65,WM_6663,2018-12-24 23:53:20,8.726284287335483
66,WM_29243,2019-07-01 01:43:20,6.477864497052922
67,WM_5320,2018-12-14 23:53:20,4.721151040608048
68,WM_16550,2019-03-10 15:43:20,5.462105060834678
69,WM_2183,2018-11-16 16:43:20,5.258692438054265
70,WM_3438,2018-11-29 00:33:20,6.908467823131935
71,WM_36325,2019-08-23 10:03:20,4.987238904097806
72,WM_8597,2019-01-07 16:23:20,6.736596918573014
73,WM_31833,2019-07-19 14:33:20,6.029054823574498
74,WM_10149,2019-01-18 22:33:20,7.408924864194143
75,WM_38811,2019-09-11 22:23:20,9.06228582952689
76,WM_31073,2019-07-14 05:13:20,5.137510820205018
77,WM_1314,2018-11-10 11:03:20,8.375755061149555
78,WM_28386,2019-06-24 20:03:20,5.705717439389827
79,WM_198,2018-10-30 06:33:20,9.576314043057476
80,WM_10525,2019-01-21 14:03:20,3.5007366315040276
81,WM_11900,2019-02-01 21:03:20,7.050598986145803
82,WM_18459,2019-03-27 07:03:20,6.371269732925056
83,WM_33737,2019-08-04 16:33:20,6.7455085456777795
84,WM_1851,2018-11-14 08:03:20,4.188420111141417
85,WM_21673,2019-05-05 04:43:20,6.307879684153941
86,WM_6566,2018-12-24 07:23:20,6.9472586254024975
87,WM_36845,2019-08-27 01:53:20,4.174942321174105
88,WM_7916,2019-01-02 19:43:20,8.343125607022271
89,WM_27896,2019-06-21 06:43:20,4.762274586422723
90,WM_21392,2019-05-02 11:33:20,8.048736698652801
91,WM_27683,2019-06-19 18:13:20,6.028876179173925
92,WM_8769,2019-01-08 22:13:20,5.765775873049075
93,WM_30312,2019-07-08 17:53:20,4.611171447967302
94,WM_29472,2019-07-02 16:43:20,5.990739842279329
95,WM_3189,2018-11-27 06:33:20,9.33513254549912
